service_id,service_name,common_name,action_name,service_link,department_id,department_name,is_new,service_type,is_active,is_paid_service,service_desc,how_to_apply,eligibility_criteria,required_doc
211,Search - Drinking Water Schemes,Public Health,Search - Drinking Water Schemes,https://www.wbphed.gov.in/en/pages/vision-2020,28,Public Health Engineering Department,0,I,1,f,It is a Functional Household Tap Connection project aiming to provide pipeline-based water supply to rural households.,Any interested citizen of the State of West Bengal,"",""
214,Apply - SSC Examination Application,School,Apply - SSC Examination Application,https://banglarshiksha.gov.in/Frontend/about_dse,29,School Education Department,0,F,1,f,"To provide information about advertisements related to SSC openings, dates of application and details about the selection examination.","","",""
201,Apply - New Electrical Supervisor License,License - WBSEDCL,Apply - New Electrical Supervisor License,https://edistrict.wb.gov.in/,27,Power Department,0,P,1,t,"To create a pool of qualified personnel to comply with the provisions of the Electricity Act, 2003, Central Electricity Authority Safety Regulations and related State Rules.","After Citizen Registration in wb-edistrict, a citizen can select the Service for New Electrical Supervisor Licence and apply online, wherein details of required fees, qualifications, experiences, attachments are given.","o Qualifications & Experience: Details are as per West Bengal Electrical Licensing Rule, 2017, www.wbpower.gov.in o Passed Madhyamik Pariksha or its equivalent examination from any recognised board or council; o Passed the examination for electrical workman in the corresponding class; o Minimum of 8 (eight) years of practical experience out of which 2 years as workmen and remaining 6 years in supervising nature of job which is regarded as satisfactory by the Board; o Attain minimum age of 26 years of age as on the date of application: o Degree or Diploma Certificate in Electrical Engineering from recognised college or institution and subsequent to the Degree or Diploma course has completed one year experience or three years of experience respectively and attained minimum age of 23 years.","(a) Age proof, (b) Aadhar Card, (c) Qualification, (d) Experience as mentioned in (iv)."
202,Apply - Renewal of Electrical Supervisor License,License - WBSEDCL,Apply - Renewal of Electrical Supervisor License,https://edistrict.wb.gov.in/,27,Power Department,0,P,1,t,To enable the Electrical Supervisor Licence holders to renew their Permits through online application and delivery system.,"After Registration in wb-e-district with own id & password, an individual can select the Service for Renewal of Electrical Supervisor Licence and apply online.","o A valid Electrical Supervisor Licence, (b) Electrical Supervisor Licence is valid upto the age of 70 years.","(a) Age proof, (b) Aadhar Card, (c) Qualification, (d) Experience as mentioned in (iv)."
203,Apply - Contractors License,License - WBSEDCL,Apply - Contractors License,https://edistrict.wb.gov.in/,27,Power Department,0,P,1,t,"To create a pool of experienced Electrical Agencies to have a Contractor Licence to comply with the provisions of the Electricity Act, 2003, Central Electricity Authority safety Regulations and related State Rules.","After Registration in wb-edistrict, an applicant can select the Service for New Contractor Licence and apply online, wherein details of required fees, requirements, attachments are given.","o A person or firm who has in his possession the instrument necessary for carrying out the test for class or classes of work for which he is engaged under such conditions. o A person or firm holding a Supervisors Certificate of Competency and executing or supervising all works undertaken by such person or firm. o A person or firm employing a Supervisor having a Certificate of Competency and under whose supervision all works are undertaken by such persons or firm, o A valid Trade Licence, Bank Account in the name of the Firm.","o Valid Trade Licence of the firm. (*) o Insulation Tester Purchase Voucher (500V or 1000V and 2500 or 5000V). (*) o Earth Tester Purchase Voucher (1 to 10 ohms). (*) o Bank Certificate mentioning Name of the Firm, Name of the Owner(s) of Account, o Current Account Number and Current Balance. (*) o Appointment letter of Supervisor(s). (*) o Supervisor’s Declaration. (*) o Owners Declaration (Affidavit and on own Letter-pad). (*) o Professional Tax: Challan and Certificate of Enrolment (Firm and Supervisor). (*) o Identity proof (Aadhar or Voter’s EPIC) of all the Owners. (*) o Pan Card of the Firm and Owner(s). (*) o Registered Deed of Partnership. o Memorandum of Article or Association (Copy) and List of Directors from ROC website - Downloaded. o Power of Attorney from MD/CS to any designated Employee – In case of Limited company (Registered or Magistrate). o Power of Attorney from All Directors to any One Director or Company Secretary – in case of Private Limited Company (Registered or Magistrate. o AGM resolution and registered certificate (Bye-law) for co-operative society clearly notified Signatory (Applicant and Receiver of Contractors Licence). o Recent Passport Size colour Photograph of Firms Representative which would appear on the Licence. The Photograph needs to be signed by the person. o S.C.C Licence(s) to be uploaded for each staff member working for the firm. (*) o Latest Test report for the reported Megger obtained from National Accreditation Board for Testing and Calibration Laboratories (NABL) accredited laboratory (if applying with old Megger). o Latest Test report for the reported Earth tester obtained from National Accreditation Board for Testing and Calibration Laboratories (NABL) accredited laboratory (if applying with old earth tester). o Manufacturers test report for Megger (if applying with new Megger). o Manufacturers test report for Earth Tester (if applying with new earth tester)."
204,Apply - Renewal of Workman Permit,Workman,Apply - Renewal of Workman Permit,https://edistrict.wb.gov.in/,27,Power Department,0,P,1,t,To enable the Electrical Workman Permit holders to renew their Permits through online application and delivery system.,"After Citizen Registration in wb-edistrict with own id & password, a citizen can select the Service for Renewal of Workman Permit and apply online.","Applicant should have valid Electrical Workman Permit o A valid Workman Permit, (b) Workman Permit is valid upto the age of 65 years.","(a) Age proof, (b) Aadhar Card, (c) Qualification, (d) Experience as mentioned in (iv)."
207,Apply - Permission for Erection of New Lift,Lift,Apply - Permission for Erection of New Lift,https://edistrict.wb.gov.in/,27,Power Department,0,P,1,t,"To enable the Owner of the Lift Installations to provide legal Permission to install a lift, through online application and delivery system.","After applicants Registration in wb-edistrict, an applicant can select the Service for Permission for erection of new lift and apply online, wherein details of required attachments are given.","Details are as per West Bengal Lift Rule, 1958, www.wbpower.gov.in o Layout of lift installation o Approved sanction plan from the concerned Authority showing: o Installation diagram from the erecting firm in accordance with the Sanction Plan, o Proof of ownership",""
208,Apply - New Lift Attendant Authorization,Lift,Apply - New Lift Attendant Authorization,https://edistrict.wb.gov.in/,27,Power Department,0,P,1,t,"To create a pool of qualified personnel to comply with the provisions of the Electricity Act, 2003, Central Electricity Authority safety Regulations and related State Rules","After Registration in wb-edistrict, an applicant can select the Service for New Lift Attendant Authorisation and apply online, wherein details of required fees, qualifications, experiences, attachments are given.","o Qualifications & Experience: Details are as per West Bengal Lift Rule, 1958, www.wbpower.gov.in o who is not under 19 years of age, o who is physically fit and possess a good eyesight, good hearing and does not suffer from any mental disease, and o who has experience in lift operation","(b) Aadhar Card, (c) Qualification, (d) Experience as mentioned in (iv)."
218,Search - Muktidhara Scheme Information ,Scheme,Search - Muktidhara Scheme Information ,https://www.shgsewb.gov.in/shgportal/muktidhara,30,Self-Help Group & Self- Employment Department,0,I,1,f,"It aims to create and maintain sustainable livelihood of SHG members. It is available in 1. Purulia, 2. Paschim Medinipur, 3. Purba Medinipur, 4. Jhargram, 5. Howrah, 6. Purba Bardhhaman, 7. Paschim Bardhhaman, 8. Murshidabad, 9. Birbhum, 10. Nadia, 11. Hooghly, 12. North 24 Parganas, 13. South 24 Parganas.",Plain paper application to the BDO/ District SHG &SE Officer mentioning Bank account details and contact number.,"No bar of age, education or income",Bank account details of the applicant
219,Apply - SVSKP Application ,Scheme,Apply - SVSKP Application ,https://www.shgsewb.gov.in/svskp/home,30,Self-Help Group & Self- Employment Department,0,F,1,f,It aims to provide credit linkage from Banks and subsidy for viable economic activities of SHGs and Entrepreneurs,"Applications forms are to be obtained from the Prakalpa Sahayak, SHG&SE Supervisor posted at Block/ Sub Division","Unemployed young persons, within the age group of 18 to 45 years and an income ceiling of Rs.15,000/- per month for the family. Age may be condoned up to 5 years on very cogent need, case to case.","Bank account details of the applicant, age proof, income proof"
220,Apply - WBSSP Application ,Scheme,Apply - WBSSP Application ,https://www.shgsewb.gov.in/wbsspadmin/login,30,Self-Help Group & Self- Employment Department,0,F,1,f,"It aims to reduce the interest burden such that, the SHGs having taken Cash Credit loans from Banks do not have to pay more than 2% of interest by way of Government subvention.",No separate application is needed. Data collected from the Nodal Banks and subvention assistances are provided via Direct Benefit Transfer [DBT].,"No bar of age, education or income","Bank details, Adhaar Card"
224,Apply - Registration of Candidates for VOCLET,VOCLET,Apply - Registration of Candidates for VOCLET,https://sctvesd.wb.gov.in/api_rest_server/bsk/bsk_response/online_application_response,31,"Technical Education, Training & Skill Development Department",0,P,1,t,It aims to conduct examination for admission in the 2nd year of Diploma in Engineering Course in 34 disciplines on Technical Education,o online submission of personal data step by step and payment of application through the website as per guidance given in the website-webscte.co.in. after verification of mobile number of applicant through OTP. o Offline submission of filled up OMR sheet with the personal data after purchasing of OMR sheet from the Institutes as per order of Council.,o No age limit. o Must have passed or appeared the (10+2) Examination of the West Bengal State Council of Technical & Vocational Education & Skill Development o ( WBSCT&VE&SD) or having passed 2 years ITI after passing Madhyamik or equivalent examination. ITI trades must be of continuous 2 years duration and a single certificate should mention that.,Certificates related to reservations under Government norms.
228,Search - WBTDCL Properties Booking,Tourism Services,Search - WBTDCL Properties Booking,https://wbtdcl.wbtourismgov.in/home,32,Tourism Department,0,P,1,t,"Issue of recognition certificates to the tour operators & travel agents of West Bengal
","""Applicant may apply online as per the prescribed format in e-District
platform""
","""1. The applicant must have a capital of Rs. 1.00 lakh supported by the latest
audited balance sheet/Chartered Accountant’s certificate and the turnover
from the tour operations should be a minimum of Rs. 5.00 lakh.
2. The operator/agency should have been in operation for a minimum period of 2
years at the time of submission of application.
3.  The office of the operator/agency shall be located in neat and clean surroundings and shall be equipped with telephone, fax and computer reservation system etc. There shall be sufficient space for reception and easy access to toilets.
4.  The tour operator/agency shall be under the charge of a full time member of
their  staff who is adequately trained/experienced in matters regarding transport, accommodation, currency, customs regulations and general
information about travel and tourism related service.
5. The tour operator/agency shall have valid trade licence from local Municipality/Panchayat/Corporation.
6. The tour operator/agency shall have to be an income tax assesse and should have filed income-tax return up-to-date.
7.  The tour operator/agency should employ only Regional Guides and licensed by Government of India or Government of West Bengal.""
","""1. Applicant’s photo identity proof along with address (Voter card, Aadhar card,
Passport, Driving Licence).
2.  Photo identity proof along with address (Voter card, Aadhar card, Passport,
Driving License) of all partners/directors in case of partnership/private limited/
limited company.
3. Photo identity proof along with address (Voter card, Aadhar card, Passport,
Driving License) of all staffs.
4. Initial Trade License. 
5.  Last renewed Trade License.
6. Introductory letter from bank with which the tour operator/agency is having
current account. 
7.  Bank statement of last 6 months.
8. Audited Statements (balance sheet and profit & loss statement pertaining to
tour operation business) for the last 2 completed nancial years for the
calendar year immediately preceding the date of submission of the application.
9. Income Tax certificate of last 2 years.
10. Service Tax certificate of last 2 years. 
11.  Professional Tax certificate of last 2 years.
12. Detailed report of tours conducted/arranged during last 2 years.
13.  Rent Agreement and rent receipts of last 2 years or deed and tax receipts of last 2 years
14. Self-declaration and self-attestation of the applicant stating that the agency is
not convicted under any offence under any law of the land and declared
insolvent by competent Court. ""
"
229,Search - West Bengal Homestay,Tourism Services,Search - West Bengal Homestay,https://wbtourism.gov.in/home/home_stay,32,Tourism Department,0,P,1,t,"Issue of recognition certificates to the tour operators & travel agents of West Bengal
","""Applicant may apply online as per the prescribed format in e-District
platform""
","""1. The applicant must have a capital of Rs. 1.00 lakh supported by the latest
audited balance sheet/Chartered Accountant’s certificate and the turnover
from the tour operations should be a minimum of Rs. 5.00 lakh.
2. The operator/agency should have been in operation for a minimum period of 2
years at the time of submission of application.
3.  The office of the operator/agency shall be located in neat and clean surroundings and shall be equipped with telephone, fax and computer reservation system etc. There shall be sufficient space for reception and easy access to toilets.
4.  The tour operator/agency shall be under the charge of a full time member of
their  staff who is adequately trained/experienced in matters regarding transport, accommodation, currency, customs regulations and general
information about travel and tourism related service.
5. The tour operator/agency shall have valid trade license from local Municipality/Panchayat/Corporation.
6. The tour operator/agency shall have to be an income tax assesse and should have filed income-tax return up-to-date.
7.  The tour operator/agency should employ only Regional Guides and licensed by Government of India or Government of West Bengal.""
","""1. Applicant’s photo identity proof along with address (Voter card, Aadhar card,
Passport, Driving Licence).
2.  Photo identity proof along with address (Voter card, Aadhar card, Passport,
Driving Licence) of all partners/directors in case of partnership/private limited/
limited company.
3. Photo identity proof along with address (Voter card, Aadhar card, Passport,
Driving License) of all staffs.
4. Initial Trade License. 
5.  Last renewed Trade License.
6. Introductory letter from bank with which the tour operator/agency is having
current account. 
7.  Bank statement of last 6 months.
8. Audited Statements (balance sheet and profit & loss statement pertaining to
tour operation business) for the last 2 completed financial years for the
calendar year immediately preceding the date of submission of the application.
9. Income Tax certificate of last 2 years.
10. Service Tax certificate of last 2 years. 
11.  Professional Tax certificate of last 2 years.
12. Detailed report of tours conducted/arranged during last 2 years.
13.  Rent Agreement and rent receipts of last 2 years or deed and tax receipts of last 2 years
14. Self-declaration and self-attestation of the applicant stating that the agency is
not convicted under any offence under any law of the land and declared
insolvent by competent Court. ""
"
231,Apply - Integrated City Pass,Tourism Services,Apply - Integrated City Pass,https://discoverkolkata.wb.gov.in/DKWebApp/,32,Tourism Department,0,P,1,t,"","","",""
233,Apply - Driving Licence,Sarathi,Apply - Driving Licence,https://sarathi.parivahan.gov.in/sarathiservice/CSCAgencyAuthService.jsp,33,Transport Department,1,P,1,t,"For a Two, Three, Four or more-wheelers, a driving license is required, provided by the Dept. of Transport. ","Through the online portal SARATHI, a citizen can apply with some supporting documents such as a photo and signature and book for DL test slots, pay fees online, verify the payment status and print the receipt.  ",All ordinary adult residents holding a valid learner license are eligible for a new driving license and a valid license that tends to expire for renewal.  ,"For new driving license, learner license, and renewal of old driving license, a file containing photograph and signature."
234,Apply - Renewal of Driving Licence,Sarathi,Apply - Renewal of Driving Licence,https://sarathi.parivahan.gov.in/sarathiservice/CSCAgencyAuthService.jsp,33,Transport Department,1,P,1,t,Provide online easy online service relating to driving licence without multiple office visit.,"1)Click the relevant service tab to open https://parivahan.gov.in/parivahan/ 2)Go to Online services tab and select Driving licence related services 3)Select State Name as West Bengal from drop down menu to open page https://sarathi. parivahan.gov.in/sarathiservicecov3/stateSelection.do?stCd=WB 4)Select New Driving License or Services on DL sub-menu under Driving license menu for new or renewal of driving licence respectively.5)Click Continue to fill up applicant details, upload documents, photo and signature, DL test slot booking, payment of fee online, verify the pay status and print the receipt.",1) All adult ordinary resident; 2)Holding valid learner licence for new driving licence and valid licence tending to expire for renewal of driving licence;,"For new driving licence, learner licence and for renewal old driving licence; file containing photograph and signature;"
241,Info - Jai Johar Pension Scheme Application,Scheme,Info - Jai Johar Pension Scheme Application,https://jaibangla.wb.gov.in/track-applicant-public,34,Tribal Development,0,F,1,f,"It aims to provide financial assistance to the poor old age ST persons above 60 yrs of age of the state (Test)
    ","The pensioner has to attend the BDO’s office with documents and meet the designated officer. Block office will arrange for submission of online application of the applicant. For municipal areas SDO is the designated officer, who will arrange for submission of the application online
    ",Any ST person of WB above 60 yrs of age. The age to be considered on the date of application. Persons who are not receiving any social security pension or any other pension from any authority.,Digital Ration Card
380,Search Status of Seed License,Seed License,Status - Seed License,https://agriinput.matirkatha.net/bsk/bsk_farmers,2,Agriculture Department,0,I,1,f,"","","",""
381,Download Certificate - Seed License,Seed License,Download Certificate - Seed License,https://agriinput.matirkatha.net/bsk/bsk_farmers,2,Agriculture Department,0,F,1,f,this is description,this is how to apply,"",""
242,Apply - Payment of Municipal & Corporation Tax,UDMA,Apply - Payment of Municipal & Corporation Tax,https://bsk.wb.gov.in/udma,35,Urban Development and Municipal Affairs Department,1,P,1,t,"To facilitate municipal property tax payers (assesses) to pay their due Municipal Property Tax online without visiting Municipal office.
","The intending tax payer is to search his holding after selecting his district, ULB name, Ward  number, Location in the portal www.holdingtax.co.in and to get the tax due position, quarter wise. The taxpayer may pay his tax for a single quarter or more than one quarter by clicking the amount tab.
","The tax payer must be a valid assessee of the concerned Municipality/Municipal Corporation whose database are connected with the Online Property Tax portal of the UD&MA Department (www.holdingtax.co.in)
","Only the last Property Tax Payment receipt to know either the Assessee number or the Ward number and holding number of the Assessee.
"
243,Application for mutation of holding in municipality/ Municipal Corporation,UDMA,Apply - Online Mutation in Municipalities & Municipal Corporation,http://wburbanservices.org/,35,Urban Development and Municipal Affairs Department,0,P,1,t,"To facilitate municipal property tax payer (assesee) to mutate his/her name in the Assessment Register of the Municipality/Municipal Corporation by submission of oine application to the Municipality/Municipal Corporation along with the required documents.
","""The intending applicant for mutation has to fill up a Mutation application form and to submit to the Municipality/Municipal Corporation along with the copy of the land
deed/chain deed/any document conrming the title of the holding , Land Records of Right (ROR), Conversion certificate, Completion/Occupancy
certificate issued by the Municipality /Municipal Corporation , an affidavit
regarding the ULC, receipt of the fees paid etc.""
","""The applicant must be an ordinary resident of the Municipality/Municipal Corporation area and he/she must be the owner/lessee of any municipal holding having valid title and
possession in that holding.""
","RoR, Up-to-date tax clearance etc.
"
244,Search - e-Services Information of Municipal / Urban services,UDMA,Search - e-Services Information of Municipal / Urban services,http://www.wburbanservices.gov.in/page/cms/e-service,35,Urban Development and Municipal Affairs Department,1,P,1,t,"To facilitate municipal property tax payer (assesee) to know the different services (online) rendered by the Municipality/ Municipal Corporation concerned and to apply onine by submission of onine application.
","The applicant for getting the different municipal/urban services has to  fill up specific application form and to submit to the Municipality/Municipal Corporation offine along with the requisite fees etc.
","The applicant must be an ordinary resident and tax payer (assessee) of the Municipality/Municipal Corporation area and he/she must be the owner/lessee of any municipal holding having valid title and possession in that holding.
","NA
"
246,Apply - Sanction of Water Connection by ADDA,ADDA,Apply - Sanction of Water Connection by ADDA,https://addaonline.in/,35,Urban Development and Municipal Affairs Department,0,P,1,t,Any industry where water supply of ADDA is available may apply.,Application is to be made Online through the e-District portal of the Government of West Bengal on submission of e-Form along with requisite documents. b. On receipt of Application and after due verification a notification will be sent to the applicant for joint inspection through email/ SMS. c. Thereupon fees for new connection will be assessed and Demand will be raised. On completion of Payment procedure new connection will be established and notification will be sent for completion through email/SMS to the applicant.,Any industry where water supply of ADDA is available may apply,"Deed of Registration b. Approved Building Plan c. Possession Certificate/NOC issued from Competent Authority d. Identity Document (PAN/VOTER CARD/AADHAR) e. Water requirement as per sanctioned DPR.
    "
247,Apply - Sanction of Water Connection  for Industrial Building in Municipal Areas,UDMA,Apply - Sanction of Water Connection  for Industrial Building in Municipal Areas,http://edistrict.wb.gov.in/,35,Urban Development and Municipal Affairs Department,0,P,1,t,To facilitate municipal property tax payer (assessee) of the Industrial holding to get the water connection of the water supply of the concerned Municipality/Municipal Corporation.,"After getting Occupancy Certificate from e-District portal (https://edistrict.wb.gov.in)Applicant can apply Online for water connection for Industrial Building in Municipal area through login in e-District Portal. When Applicant will fill up the Approved Building Permit No. and Building Permit Approval date, Application form will appear with the basic information already submitted by the applicant. After filling up the application form and uploading necessary supporting documents applicant can submit the application and will get application acknowledgement with a Application Identification Number(AIN) for future tracking of Application.",The applicant must be an ordinary resident and tax payer (assessee) of any industrial holding of the Municipality / Municipal Corporation area and he/she must be the owner/ lessee of any municipal holding (industrial ) having valid title and possession in that holding.,Details available in e District Portal
248,Apply - Water Connection at SJDA,SJDA,Apply - Water Connection at SJDA,/edist/online-water-charges-for-water-connection-app,35,Urban Development and Municipal Affairs Department,1,P,1,t,"Siliguri Jalpaiguri Development Authority provides water connection to the residents and other commercial establishment at Paribahan Nagar, Matigara through online application and online payment of water charges @ Rs 1584/-annually for 1000 litres per day.",The applicant has to apply Online,"The applicant has to apply online with required documents like (a) Lease deed of Land allotment, (b) Approved Building Plan Issued by SJDA after which a joint inspection is conducted by a technical person from SJDA and the applicant and report submitted to The CEO, SJDA and finally the Chief Executive Officer, SJDA approves the water connection on online payment of water charges by the applicant as has been fixed by SJDA.","Lease deed of Land allotment, Approved Building Plan Issued by SJDA, Joint Inspection Report."
267,Info - Old Age Pension Scheme,Pension Scheme,Info - Old Age Pension Scheme,https://wb.gov.in/jai-johar-mela-2024-25.aspx,39,Women & Child Development and Social Welfare Department,0,F,1,f,"To provide financial assistance to old age person aged 60 years and above.
","Filled up application forms have to be submitted to the office of Block Development Officer (BDO) in rural area, to the office of Sub-divisional Officer (SDO) in urban area, to the office of the Controller of Vagrancy in Kolkata Municipal Corporation (KMC) area.
","Having age 60 years and above, should be a resident of West Bengal and having annual family income not more than Rupees one thousand (1000/-) per month.
","Self attested copies of age certificate from Appropriate Authority, Copy of Digital Ration Card, Copy of Bank Pass Book and passport size photograph.
"
250,Search - SWM Demand Print,KMC,Search - SWM Demand Print,https://www.kmcgov.in/KMCPortal/BSKIntegrationAction.do,35,Urban Dev & MA,0,F,1,f,To provide official birth/death certificate,Online through bsk portal,The NKDA’s online birth/death registration system is open only for those who were born/who died in any place located within the jurisdictional area of NKDA.,ID proof of the applicant and a) Birth/death certificate of the person as issued by doctor; b) Others: as indicated in website of NKDA.
251,Apply - Issuance of Trade License by NKDA,NKDA,Apply - Issuance of Trade License by NKDA,/edist/issuance-trade-license-nkda,35,Urban Development and Municipal Affairs Department,0,P,1,t,It is a permit to an individual or a company to run/operating a business within the jurisdictional area of New Town.,Online through www.nkdamar.org,The applicant must have a particular commercial space in his own name or by the rent agreement within the jurisdictional area of New Town.,"Legal occupancy of the premises, ID proof of the applicant, Others: as indicated in website of NKDALegal occupancy of the premises, ID proof of the applicant, Others: as indicated in website of NKDA."
252,Apply - Renewal of Trade License by NKDA,NKDA,Apply - Renewal of Trade License by NKDA,/edist/renewal-trade-license-nkda,35,Urban Development and Municipal Affairs Department,0,P,1,t,It is a permit to an individual or a company to run/operating a business within the jurisdictional area of New Town,Online through www.nkdamar.org,Existing Trade Licence Certificate.,"Existing Trade Licence Certificate, ID proof of the applicant, Legal occupancy of the premises, Others: as indicated in website"
253,Apply - Issuance of Trade Licence in Municipal Areas,UDMA,Apply - Issuance of Trade Licence in Municipal Areas,http://edistrict.wb.gov.in/,35,Urban Development and Municipal Affairs Department,0,F,1,f,"""To facilitate the municipal tax payer
(assessee) in any municipal area to get the Certificate of Enlistment for any
Trade , Profession and Callings in which he/she is engaged, from the
Municipality/Municipal Corporation.""
","The Applicant have to apply through OTP based registration mode only in e- district portal (http://edistrict.wb.gov.in) . Then the applicant can login using own Username and Password. Application form along with supporting documents should be submitted and after submission of Application Identification Number (AIN) will be generated. After submission of Application, Applicant can track his/her application status using AIN No.
","The applicant must be an ordinary resident and tax payer (assessee) of any holding of the Municipality/ Municipal Corporation area and he/she must be the owner/lessee of any municipal holding (industrial ) having valid title and possession in that holding.
","NA
"
255,Apply - Renewal of Trade License in Municipal Areas,UDMA,Apply - Renewal of Trade License in Municipal Areas,http://edistrict.wb.gov.in/,35,Urban Development and Municipal Affairs Department,0,P,1,t,"""To facilitate the municipal tax payer
(assessee) in any municipal area to get the renewal of the Permanent Certificate of Enlistment for any Trade, Profession and Callings in which he/she is engaged, from the Municipality/ Municipal Corporation.""
","Applicant can apply for Renewal of the Certificate of Enlistment without uploading through e-District portalhttps://edistrict.wb.gov.in. But s/he will have to give Permanent Trade License Number and Name of the Firm or Company for application.
","Any ordinary resident and tax payer (assessee) of any holding of the Municipality/Municipal Corporation area and he/she must be the owner/lessee of any municipal holding (industrial) having valid title and possession in that holding.
","1. Permanent Trade License Number. and Name of the Firm or Company for application.
"
382,Status of Application (Krishak Bandhu),Krishak Bandhu Scheme,Search - Krishak Bandhu Scheme Status,https://krishakbandhu.wb.gov.in/farmer_search,2,Agriculture Department,0,I,1,f,"","","",""
263,Apply - Cooperative Home Registration,UDMA,Apply - Cooperative Home Registration, https://coopwb.in/files/1.pdf,35,Urban Development and Municipal Affairs Department,0,P,1,t,"To issue permission for amusement related businesses/activities including Theatres, Cinema Houses, Circuses, Fairs, Fetes, Exhibitions, Dancing Halls, Carnivals, Video Shows/Games, Cyber Cafes, Cable TV Operation, Restaurants (with/without Bar), Hotels, Planetariums, Pools, Parlors, Clubs & similar public resorts.
","""The applicant needs to apply on plain paper addressed to the Senior Amusement Officer, Kolkata Municipal Corporation, 5,S.N.Banerjee Road (2nd
Floor), Kolkata 700 013 seeking a license for concerned amusement activity. payment of requisite fees can be made either online through KMC web portal Receipts against the payments made in online mode are available to be downloaded.""
","NA
","For Casual Show: Authorisation letter from the premises where the event will happen. For Annual Permanent Permission:(a) Certificate of Enlistment (b)Tax Bill/Electricity Bill/ Rental agreement paper or purchase deed to prove lawful tenancy or ownership of proposed amusement site. (c) Business related permission such as Central Excise, Police Permission for Bar cum Restaurant. P-n-T Permission for Cable TV operator etc.
"
265,Search - Jal Dharo Jal Bharo Scheme,Scheme,Search - Jal Dharo Jal Bharo Scheme,http://wbwridd.gov.in/wrdd/jal_dharo_jal_bharo.html,37,Water Resources Investigation & Development Department,0,I,1,f,"It aims to harvest rain water in all kinds of water bodies viz, tanks, ponds, reservoirs, canals and underground artificial recharge through rooftop rain water harvesting. For conservation and storage, rain water/surface run-off is arrested in derelict/silted tanks after proper de-siltation mainly for irrigation purposes.",NA,NA,NA
266,Info - Widow Pension Scheme,Pension Scheme,Info - Widow Pension Scheme,https://wb.gov.in/,39,Women & Child Development and Social Welfare Department,0,F,1,f,The scheme provides Rs. 1000 per month as pension to persons with disabilities (PWDs),"The application form can be acquired either directly from Office of the Block Development Officer or the Executive Officer (if the applicant resides in a rural area) of the concerned Panchayat Samity or from the office of the Sub-Divisional Officer (if the applicant resides in a Municipal corporation). Alternatively, the application form can also be obtained online",(1) The beneficiary should be an Indian citizen and the resident of West Bengal for a minimum of 10 years. (2) The person is eligible if the disability percentage is 50% or more. (3) The income ceiling of the family,"Address proof, Disability certificate, Income proof/certificate from Gram Panchayat, Medical officer deceleration stating that person to be unfit for any physical work."
272,Apply - Rupashree Prakalpa,Rupashree Prakalpa,Apply - Rupashree Prakalpa,https://wbrupashree.gov.in/admin/user_creation/Register/,39,Women & Child Development and Social Welfare Department,0,F,1,f,"Under this scheme, the Government of West Bengal will provide one-time financial assistance of Rs. 25,000 to the economically weaker families at the time of their daughters marriage. It will also provide an incentive for preventing child marriage and incentivize parents to educate the girl child.","The applicants must visit the nearby Gram Panchayat, Municipal office, Block Development Officers (BDO) or SDO. Obtain the application form for Rupashree Prakalpa scheme from the concerned officer. The applicant can also download the application form from online. All the necessary details to be filled in the application form and submitted to the office along with the required documents. The application form will be verified by the receiving officer and will return a duly signed and stamped acknowledgement slip to the applicant. The sanctioned amount will be transferred through IFMS to the bank account of the applicant. The fund transfer will be executed at least five days before the date of the proposed marriage.",(1) Applicant girl must be a resident of West Bengal (2) Applicant must be a minimum of 18 years of age (3) Her prospective groom must be 21 years of age (4) Annual family income of the applicant must not exceed Rs.1.5 lakhs (5) No minimum educational qualification is necessary,"Certified copy of the birth certificate, the details of the groom, Proof of residence "
273,Search - Khelasree Scheme,Scheme,Search - Khelasree Scheme,https://wb.gov.in/government-schemes.aspx,40,Youth Services and Sports Department,0,I,1,f,"Provide Financial Assistance to Coaching Camps, Financial Assistance to State Level Associations, Financial Assistance to Sports Persons, Development of Play Ground, setting up of Multi-gym and Assistance for setting up of Mini Indoor Games/Recreation Complex",Offline Application,"Registered Sport Academies, Sports clubs, Coaching Camps, Sports Persons, Schools etc.",a. Registration certificates for sports academies. b. National Level Certificates for Sports Person c. Bank Details d. Student Attendance e. Affiliation from Sub divisional/ Block sports council
274,Search - Club Grant,Scheme,Search - Club Grant,http://wbsportsandyouth.gov.in/,40,Youth Services and Sports Department,0,I,1,f,Grant-in-Aid in favour of Club/Organization/Sports Association for Development of Sports activities through organizing various sports events/creation of sports infrastructure and durable sports assets across the different districts of West Bengal  by Government of West Bengal,Offline,Any Registered club or organisation.,"Registration/ Affiliation certificates, Bank Details, Member Details, Other Documents"
